id_logu;czas;czas_trwania_sesji;adres_ip;id_systemu
2582;06.01.2022 17:58;1407;242.146.184.63;12
2583;06.01.2022 18:45;3482;150.78.52.88;8
2584;06.01.2022 21:37;2239;118.80.239.49;2
2585;06.01.2022 23:46;1627;205.150.203.185;13
2586;07.01.2022 00:17;1497;225.214.152.129;7
2587;07.01.2022 04:15;1506;119.111.205.208;13
2588;07.01.2022 05:16;2642;247.144.57.79;1
2589;07.01.2022 05:39;673;99.245.63.132;5
2590;07.01.2022 06:12;2465;162.115.36.59;10
2591;07.01.2022 07:56;2439;157.123.63.48;12
2592;07.01.2022 07:58;1910;152.89.109.127;3
2593;07.01.2022 09:41;2359;91.39.227.39;12
2594;07.01.2022 18:49;2111;30.137.46.77;13
2595;07.01.2022 21:51;2906;247.144.57.79;9
2596;07.01.2022 23:45;3343;222.83.30.151;9
2597;08.01.2022 00:13;3210;187.122.140.221;7
2598;08.01.2022 00:18;2640;43.62.239.125;9
2599;08.01.2022 03:33;3095;111.162.101.178;3
2600;08.01.2022 07:50;1864;225.214.152.129;5
2601;08.01.2022 08:46;3499;35.74.154.46;1
2602;08.01.2022 10:36;2648;173.17.122.108;11
2603;08.01.2022 12:08;2735;87.112.121.86;10
2604;08.01.2022 12:20;1669;18.156.90.244;3
2605;08.01.2022 13:10;3599;183.242.241.39;4
2606;08.01.2022 16:24;3355;180.152.29.90;6
2607;08.01.2022 21:48;2923;152.89.109.127;2
2608;08.01.2022 22:53;1462;173.17.122.108;12
2609;09.01.2022 00:04;2153;139.214.235.22;10
2610;09.01.2022 05:28;1379;64.114.229.223;5
2611;09.01.2022 08:21;1806;201.127.192.12;10
2612;09.01.2022 09:08;3333;64.114.229.223;9
2613;09.01.2022 10:02;2555;187.122.140.221;3
2614;09.01.2022 10:29;1305;109.48.52.138;6
2615;09.01.2022 12:40;1842;214.71.48.93;5
2616;09.01.2022 14:04;730;91.15.172.178;8
2617;09.01.2022 14:38;2546;46.49.93.187;6
2618;09.01.2022 15:25;1078;18.156.90.244;10
2619;09.01.2022 19:13;303;39.186.111.62;6
2620;10.01.2022 01:00;3578;189.247.90.232;6
2621;10.01.2022 06:02;1239;30.137.46.77;6
2622;10.01.2022 07:47;797;157.232.58.36;10
2623;10.01.2022 15:26;2349;197.16.98.90;2
2624;10.01.2022 15:38;1640;201.127.192.12;11
2625;10.01.2022 17:20;1545;144.75.100.180;4
2626;10.01.2022 18:16;1008;39.186.111.62;2
2627;10.01.2022 18:54;1033;150.78.52.88;9
2628;10.01.2022 22:29;3211;124.85.134.138;5
2629;11.01.2022 07:10;693;116.22.134.223;4
2630;11.01.2022 07:52;2564;222.83.30.151;3
2631;11.01.2022 21:12;918;191.68.12.137;13
2632;12.01.2022 01:05;3593;29.196.174.182;5
2633;12.01.2022 05:02;12;157.60.242.140;6
2634;12.01.2022 07:22;56;109.48.52.138;2
2635;12.01.2022 15:58;2011;109.48.52.138;8
2636;12.01.2022 16:28;3026;150.78.52.88;8
2637;13.01.2022 00:10;1659;43.62.239.125;9
2638;13.01.2022 01:35;904;95.153.135.103;12
2639;13.01.2022 04:31;2612;183.212.138.199;7
2640;13.01.2022 16:25;2899;47.204.88.176;6
2641;14.01.2022 01:13;1457;162.115.36.59;10
2642;14.01.2022 02:44;3575;125.235.48.114;6
2643;14.01.2022 06:53;175;15.156.228.62;7
2644;14.01.2022 15:05;3376;183.242.241.39;2
2645;14.01.2022 17:02;540;155.129.226.229;7
2646;14.01.2022 17:16;1244;161.96.243.82;10
2647;14.01.2022 17:42;1970;69.38.74.171;5
2648;14.01.2022 21:53;1110;139.14.127.71;5
2649;14.01.2022 22:53;546;109.48.52.138;6
2650;15.01.2022 04:55;1305;119.111.205.208;11
2651;15.01.2022 05:17;1213;39.186.111.62;9
2652;15.01.2022 09:10;2928;177.78.42.187;5
2653;15.01.2022 10:48;3205;75.250.30.38;5
2654;15.01.2022 14:01;1795;139.14.127.71;10
2655;15.01.2022 20:24;2804;114.161.33.77;8
2656;15.01.2022 21:17;1323;157.232.58.36;13
2657;15.01.2022 22:22;1638;157.206.71.51;1
2658;16.01.2022 07:35;1698;139.14.127.71;9
2659;16.01.2022 07:35;2272;229.140.250.138;10
2660;16.01.2022 07:40;1811;91.39.227.39;9
2661;16.01.2022 14:12;2815;144.75.100.180;9
2662;16.01.2022 23:35;2776;157.232.58.36;4
2663;17.01.2022 00:24;2886;205.150.203.185;4
2664;17.01.2022 02:04;1078;30.137.46.77;6
2665;17.01.2022 04:40;3115;229.140.250.138;9
2666;17.01.2022 11:11;2884;225.214.152.129;6
2667;17.01.2022 15:16;125;162.115.36.59;4
2668;17.01.2022 15:56;2716;71.210.167.55;7
2669;18.01.2022 01:25;1133;187.122.140.221;2
2670;18.01.2022 01:42;525;229.140.250.138;6
2671;18.01.2022 11:48;243;92.17.51.42;10
2672;18.01.2022 15:26;2462;13.239.119.79;9
2673;18.01.2022 15:52;1756;75.250.30.38;3
2674;18.01.2022 16:00;2889;224.227.160.193;4
2675;18.01.2022 18:43;64;43.62.239.125;3
2676;19.01.2022 02:56;2253;91.39.227.39;12
2677;19.01.2022 04:46;3482;136.133.217.210;8
2678;19.01.2022 06:58;2914;157.206.71.51;6
2679;19.01.2022 07:48;1482;230.241.94.78;4
2680;19.01.2022 11:05;606;118.80.239.49;8
2681;19.01.2022 13:27;3103;51.56.47.223;2
2682;19.01.2022 17:52;2110;109.48.52.138;11
2683;19.01.2022 18:47;1478;205.150.203.185;8
2684;19.01.2022 23:27;2904;247.144.57.79;2
2685;19.01.2022 23:45;3175;88.217.181.132;7
2686;20.01.2022 03:33;1415;43.62.239.125;1
2687;20.01.2022 03:40;3422;222.236.34.184;2
2688;20.01.2022 04:04;821;170.132.134.211;1
2689;20.01.2022 06:20;2045;102.139.90.106;3
2690;20.01.2022 07:50;293;58.193.62.203;1
2691;20.01.2022 10:05;3254;170.132.134.211;11
2692;20.01.2022 10:52;2382;185.145.96.116;7
2693;20.01.2022 15:23;2074;183.242.241.39;11
2694;20.01.2022 17:26;2393;11.143.62.148;9
2695;20.01.2022 18:19;91;118.80.239.49;13
2696;21.01.2022 11:03;2859;117.79.146.136;13
2697;21.01.2022 13:16;2936;47.204.88.176;11
2698;21.01.2022 14:51;448;187.122.140.221;9
2699;21.01.2022 20:33;1227;214.71.48.93;3
2700;21.01.2022 23:06;1751;83.176.116.16;9
2701;22.01.2022 02:28;1204;136.133.217.210;8
2702;22.01.2022 12:32;3011;209.39.166.223;11
2703;22.01.2022 14:00;2030;152.89.109.127;11
2704;22.01.2022 14:14;1205;102.139.90.106;13
2705;22.01.2022 15:03;179;219.196.124.10;1
2706;22.01.2022 20:34;774;55.234.230.127;12
2707;23.01.2022 01:47;1540;102.139.90.106;9
2708;23.01.2022 03:53;1313;102.139.90.106;3
2709;23.01.2022 04:47;317;199.239.237.149;6
2710;23.01.2022 06:23;2601;18.156.90.244;4
2711;23.01.2022 15:18;647;51.56.47.223;7
2712;23.01.2022 15:45;2773;222.83.30.151;5
2713;23.01.2022 15:57;378;13.239.119.79;8
2714;23.01.2022 17:17;770;191.68.12.137;1
2715;23.01.2022 19:54;2081;193.19.200.158;2
2716;24.01.2022 08:40;2262;199.239.237.149;8
2717;24.01.2022 09:18;3442;109.48.52.138;2
2718;24.01.2022 17:42;3132;114.187.193.206;3
2719;24.01.2022 20:44;1380;91.15.172.178;3
2720;24.01.2022 20:52;412;92.17.51.42;11
2721;24.01.2022 20:53;2299;183.212.138.199;8
2722;25.01.2022 04:43;1495;155.129.226.229;10
2723;25.01.2022 05:34;962;30.137.46.77;13
2724;25.01.2022 07:56;559;69.124.98.187;10
2725;25.01.2022 17:46;1843;177.78.42.187;1
2726;25.01.2022 19:14;806;224.227.160.193;12
2727;25.01.2022 22:58;1993;31.21.64.255;13
2728;26.01.2022 00:03;2437;114.161.33.77;9
2729;26.01.2022 01:00;2075;118.80.239.49;8
2730;26.01.2022 03:33;3514;157.206.71.51;5
2731;26.01.2022 07:03;1561;214.71.48.93;9
2732;26.01.2022 07:11;1728;230.241.94.78;12
2733;26.01.2022 11:00;266;163.166.168.14;9
2734;26.01.2022 12:20;3308;199.239.237.149;11
2735;26.01.2022 15:59;2627;125.235.48.114;10
2736;26.01.2022 16:10;3402;102.237.21.112;11
2737;26.01.2022 19:47;1600;177.78.42.187;10
2738;27.01.2022 06:08;2405;58.193.62.203;3
2739;27.01.2022 10:28;3011;157.123.63.48;3
2740;27.01.2022 17:07;1322;157.123.63.48;9
2741;27.01.2022 20:51;2305;58.193.62.203;1
2742;28.01.2022 03:02;2889;79.88.16.95;3
2743;28.01.2022 09:45;545;91.39.227.39;13
2744;28.01.2022 17:07;538;13.239.119.79;9
2745;29.01.2022 00:27;2020;115.66.21.228;3
2746;29.01.2022 02:20;2281;38.162.243.217;10
2747;29.01.2022 11:24;1891;92.17.51.42;3
2748;29.01.2022 11:31;1775;205.82.164.198;2
2749;29.01.2022 13:19;1379;99.245.63.132;3
2750;29.01.2022 13:27;2196;148.155.168.197;13
2751;29.01.2022 14:22;2347;139.14.127.71;9
2752;29.01.2022 20:07;734;75.128.162.152;13
2753;29.01.2022 21:31;2927;108.29.56.125;5
2754;30.01.2022 05:55;2700;222.236.34.184;4
2755;30.01.2022 11:52;1656;64.114.229.223;11
2756;30.01.2022 14:31;1350;124.85.134.138;13
2757;31.01.2022 00:53;1061;178.122.122.173;13
2758;31.01.2022 04:55;3519;181.73.157.23;11
2759;31.01.2022 05:53;1184;100.18.207.234;5
2760;31.01.2022 07:27;695;13.239.119.79;12
2761;31.01.2022 07:29;3573;31.21.64.255;9
2762;31.01.2022 14:19;196;118.80.239.49;6
2763;31.01.2022 14:36;46;229.140.250.138;5
2764;31.01.2022 15:13;3185;217.248.144.22;2
2765;01.02.2022 08:46;2872;12.40.84.180;4
2766;01.02.2022 17:11;427;170.222.61.39;1
2767;01.02.2022 17:29;3300;15.156.228.62;11
2768;01.02.2022 19:13;452;15.156.228.62;8
2769;01.02.2022 22:38;1623;217.248.144.22;1
2770;02.02.2022 10:09;353;173.17.122.108;11
2771;02.02.2022 12:35;1181;13.239.119.79;12
2772;02.02.2022 15:16;2304;159.125.210.101;8
2773;02.02.2022 15:26;2659;148.155.168.197;1
2774;02.02.2022 17:54;2089;12.40.84.180;7
2775;02.02.2022 18:46;2324;157.123.63.48;10
2776;02.02.2022 21:07;3311;199.239.237.149;1
2777;02.02.2022 22:46;1015;180.152.29.90;13
2778;03.02.2022 05:02;1099;185.145.96.116;1
2779;03.02.2022 13:11;2491;225.214.152.129;7
2780;03.02.2022 18:44;2120;157.206.71.51;2
2781;04.02.2022 00:04;602;13.239.119.79;5
2782;04.02.2022 03:44;3142;101.81.161.142;11
2783;04.02.2022 04:30;362;191.68.12.137;1
2784;04.02.2022 05:53;1301;100.18.207.234;7
2785;04.02.2022 06:14;3465;159.125.210.101;1
2786;04.02.2022 08:38;316;170.132.134.211;3
2787;04.02.2022 14:45;1332;69.124.98.187;3
2788;04.02.2022 16:45;1572;183.242.241.39;2
2789;04.02.2022 20:20;1252;199.239.237.149;6
2790;04.02.2022 21:52;948;64.114.229.223;5
2791;04.02.2022 22:14;3001;99.245.63.132;12
2792;05.02.2022 02:39;3557;101.81.161.142;5
2793;05.02.2022 09:35;543;11.143.62.148;8
2794;05.02.2022 10:13;2137;114.161.33.77;10
2795;05.02.2022 10:14;678;157.60.242.140;12
2796;05.02.2022 10:54;1404;31.21.64.255;13
2797;05.02.2022 11:28;410;39.186.111.62;5
2798;05.02.2022 11:44;3434;193.19.200.158;8
2799;05.02.2022 20:09;2912;12.40.84.180;2
2800;05.02.2022 21:22;1477;91.39.227.39;3
2801;06.02.2022 01:46;525;69.124.98.187;3
2802;06.02.2022 05:29;442;124.85.134.138;11
2803;06.02.2022 05:34;3122;118.80.239.49;5
2804;06.02.2022 07:48;905;225.214.152.129;7
2805;06.02.2022 11:06;3275;157.152.73.162;2
2806;06.02.2022 13:47;367;26.96.86.17;13
2807;06.02.2022 15:41;2949;43.62.239.125;2
2808;07.02.2022 01:15;584;201.96.31.251;9
2809;07.02.2022 06:15;721;205.82.164.198;2
2810;07.02.2022 06:24;1909;247.144.57.79;1
2811;07.02.2022 12:26;2944;114.161.33.77;4
2812;07.02.2022 15:52;1018;92.17.51.42;11
2813;07.02.2022 19:59;2645;91.39.227.39;11
2814;08.02.2022 13:03;443;87.112.121.86;2
2815;08.02.2022 17:01;2486;180.152.29.90;5
2816;08.02.2022 18:42;3002;162.115.36.59;9
2817;08.02.2022 21:39;701;13.183.15.130;3
2818;08.02.2022 23:51;345;191.68.12.137;12
2819;09.02.2022 05:14;3072;205.82.164.198;9
2820;09.02.2022 06:50;1055;157.123.63.48;8
2821;09.02.2022 10:32;2717;17.76.193.26;13
2822;09.02.2022 16:38;2024;35.74.154.46;3
2823;09.02.2022 16:39;1341;125.235.48.114;13
2824;09.02.2022 18:42;2796;187.122.140.221;13
2825;09.02.2022 22:44;920;119.111.205.208;11
2826;10.02.2022 02:03;2710;148.155.168.197;5
2827;10.02.2022 02:29;1829;230.241.94.78;10
2828;10.02.2022 10:17;872;169.198.44.174;13
2829;10.02.2022 10:33;1626;205.150.203.185;9
2830;10.02.2022 17:55;1071;116.22.134.223;11
2831;10.02.2022 17:57;3291;115.66.21.228;10
2832;10.02.2022 18:12;74;102.237.21.112;6
2833;10.02.2022 20:58;3311;80.248.34.53;1
2834;11.02.2022 01:35;339;144.75.100.180;7
2835;11.02.2022 03:16;1209;69.38.74.171;4
2836;11.02.2022 03:46;115;219.196.124.10;12
2837;11.02.2022 04:36;2432;247.144.57.79;13
2838;11.02.2022 09:17;2649;26.96.86.17;13
2839;11.02.2022 15:22;3029;177.78.42.187;1
2840;11.02.2022 15:46;3229;13.183.15.130;13
2841;11.02.2022 21:28;2416;26.96.86.17;6
2842;11.02.2022 21:42;659;69.38.74.171;6
2843;12.02.2022 00:51;368;95.153.135.103;4
2844;12.02.2022 06:03;665;161.96.243.82;2
2845;12.02.2022 07:27;1418;38.162.243.217;12
2846;12.02.2022 08:53;51;114.161.33.77;5
2847;12.02.2022 08:53;3363;71.210.167.55;12
2848;12.02.2022 12:25;2389;102.237.21.112;1
2849;12.02.2022 17:35;421;31.21.64.255;10
2850;13.02.2022 04:53;566;164.111.53.197;7
2851;13.02.2022 05:50;3227;205.150.203.185;3
2852;13.02.2022 07:12;2904;115.66.21.228;8
2853;13.02.2022 09:09;555;118.241.235.137;9
2854;14.02.2022 00:36;2903;214.71.48.93;8
2855;14.02.2022 01:11;3463;100.18.207.234;12
2856;14.02.2022 04:16;718;183.242.241.39;10
2857;14.02.2022 04:28;1633;148.155.168.197;1
2858;14.02.2022 06:57;1977;100.18.207.234;6
2859;14.02.2022 09:34;1732;101.81.161.142;1
2860;14.02.2022 10:15;1667;38.162.243.217;4
2861;14.02.2022 10:16;934;38.162.243.217;12
2862;15.02.2022 01:47;1586;118.241.235.137;7
2863;15.02.2022 02:48;1428;35.74.154.46;2
2864;15.02.2022 02:58;306;150.78.52.88;3
2865;15.02.2022 11:56;143;13.183.15.130;6
2866;16.02.2022 01:13;609;205.150.203.185;3
2867;16.02.2022 02:47;1144;18.156.90.244;6
2868;16.02.2022 10:48;822;185.145.96.116;7
2869;16.02.2022 14:50;2177;88.217.181.132;11
2870;16.02.2022 15:58;156;161.96.243.82;13
2871;16.02.2022 21:16;3274;18.156.90.244;13
2872;16.02.2022 22:44;908;43.62.239.125;11
2873;17.02.2022 03:43;1983;183.212.138.199;9
2874;17.02.2022 06:27;3488;31.21.64.255;6
2875;17.02.2022 07:33;2726;201.127.192.12;7
2876;17.02.2022 09:03;1039;144.75.100.180;3
2877;17.02.2022 09:42;119;157.232.58.36;8
2878;17.02.2022 11:47;722;109.48.52.138;12
2879;17.02.2022 11:55;703;91.39.227.39;4
2880;17.02.2022 18:29;3122;17.76.193.26;9
2881;18.02.2022 05:27;2838;110.11.174.73;1
2882;18.02.2022 05:45;349;64.114.229.223;13
2883;18.02.2022 06:22;1243;183.242.241.39;4
2884;18.02.2022 06:23;3255;87.112.121.86;7
2885;18.02.2022 07:21;2107;13.239.119.79;13
2886;18.02.2022 13:14;2936;183.242.241.39;3
2887;18.02.2022 14:09;2814;125.235.48.114;3
2888;18.02.2022 21:00;3026;95.153.135.103;4
2889;19.02.2022 02:29;522;139.214.235.22;2
2890;19.02.2022 02:52;532;39.186.111.62;2
2891;19.02.2022 04:31;3041;225.214.152.129;2
2892;19.02.2022 14:49;1649;193.19.200.158;12
2893;19.02.2022 15:58;563;144.75.100.180;11
2894;20.02.2022 04:04;1890;183.212.138.199;11
2895;20.02.2022 04:27;2141;224.227.160.193;13
2896;20.02.2022 12:16;2427;15.156.228.62;10
2897;20.02.2022 15:13;1886;116.22.134.223;10
2898;20.02.2022 17:00;506;157.123.63.48;3
2899;21.02.2022 10:40;446;183.242.241.39;9
2900;21.02.2022 12:31;1485;193.19.200.158;9
2901;22.02.2022 12:34;2371;109.48.52.138;13
2902;22.02.2022 14:40;2789;148.155.168.197;5
2903;22.02.2022 15:00;976;205.150.203.185;3
2904;22.02.2022 15:22;473;55.234.230.127;9
2905;22.02.2022 17:22;405;114.161.33.77;13
2906;22.02.2022 18:54;2596;185.145.96.116;13
2907;22.02.2022 21:56;523;39.186.111.62;10
2908;22.02.2022 22:51;1047;229.140.250.138;1
2909;23.02.2022 03:18;246;242.146.184.63;2
2910;23.02.2022 04:07;3422;222.83.30.151;12
2911;23.02.2022 05:09;2152;217.38.30.83;13
2912;23.02.2022 05:45;2033;214.71.48.93;11
2913;23.02.2022 07:05;1753;217.38.30.83;11
2914;23.02.2022 07:43;1805;46.49.93.187;10
2915;23.02.2022 15:50;2386;124.85.134.138;6
2916;23.02.2022 22:35;3511;219.196.124.10;11
2917;24.02.2022 03:14;2335;102.139.90.106;13
2918;24.02.2022 10:05;3189;95.153.135.103;13
2919;24.02.2022 10:56;3374;117.79.146.136;3
2920;24.02.2022 14:47;113;222.83.30.151;2
2921;24.02.2022 17:24;545;161.96.243.82;11
2922;24.02.2022 21:23;1216;173.17.122.108;3
2923;25.02.2022 00:33;2004;30.137.46.77;9
2924;25.02.2022 02:32;2694;51.56.47.223;11
2925;25.02.2022 04:00;2578;219.196.124.10;13
2926;25.02.2022 05:41;2181;217.38.30.83;4
2927;25.02.2022 12:13;3149;125.235.48.114;6
2928;25.02.2022 13:08;2173;43.62.239.125;1
2929;25.02.2022 14:40;815;39.186.111.62;11
2930;25.02.2022 14:52;441;100.18.207.234;4
2931;25.02.2022 15:37;2112;69.38.74.171;7
2932;25.02.2022 23:26;2624;80.248.34.53;1
2933;26.02.2022 04:20;3551;157.152.73.162;12
2934;26.02.2022 04:58;3060;139.14.127.71;1
2935;26.02.2022 07:12;1141;75.128.162.152;9
2936;26.02.2022 10:39;1754;38.162.243.217;1
2937;26.02.2022 11:33;1359;230.241.94.78;6
2938;26.02.2022 15:34;503;173.17.122.108;12
2939;26.02.2022 20:09;2365;17.76.193.26;12
2940;26.02.2022 21:43;2648;136.133.217.210;5
2941;26.02.2022 23:53;2764;150.78.52.88;13
2942;27.02.2022 04:22;3229;91.39.227.39;7
2943;27.02.2022 05:25;2413;183.242.241.39;5
2944;27.02.2022 10:04;3539;217.38.30.83;11
2945;27.02.2022 11:48;1678;148.155.168.197;5
2946;27.02.2022 18:27;918;39.186.111.62;13
2947;27.02.2022 21:25;2922;199.239.237.149;12
2948;27.02.2022 21:51;103;164.111.53.197;7
2949;27.02.2022 23:35;3212;114.161.33.77;3
2950;28.02.2022 01:12;3066;155.129.226.229;13
2951;28.02.2022 03:34;1590;247.144.57.79;3
2952;28.02.2022 05:59;3163;55.234.230.127;9
2953;28.02.2022 08:58;25;110.11.174.73;6
2954;28.02.2022 14:08;878;157.206.71.51;3
2955;28.02.2022 21:46;1100;114.187.193.206;13
2956;01.03.2022 00:03;2024;136.133.217.210;1
2957;01.03.2022 01:22;242;11.143.62.148;8
2958;01.03.2022 04:14;2101;177.78.42.187;2
2959;01.03.2022 10:47;3098;247.144.57.79;13
2960;01.03.2022 13:40;3039;87.112.121.86;13
2961;01.03.2022 16:07;1387;71.210.167.55;10
2962;01.03.2022 16:57;2652;88.217.181.132;5
2963;01.03.2022 21:13;59;229.140.250.138;13
2964;02.03.2022 01:14;2650;173.17.122.108;10
2965;02.03.2022 02:47;2791;230.241.94.78;6
2966;02.03.2022 05:17;818;157.206.71.51;9
2967;02.03.2022 06:22;1413;170.222.61.39;8
2968;02.03.2022 11:29;28;114.187.193.206;8
2969;02.03.2022 14:47;374;79.88.16.95;4
2970;02.03.2022 17:19;2602;219.196.124.10;9
2971;02.03.2022 19:56;1987;191.68.12.137;12
2972;02.03.2022 21:56;2176;157.232.58.36;7
2973;03.03.2022 00:54;2782;229.140.250.138;4
2974;03.03.2022 03:42;380;69.124.98.187;8
2975;03.03.2022 04:55;2141;222.83.30.151;4
2976;03.03.2022 15:17;2039;92.17.51.42;9
2977;03.03.2022 18:19;1081;170.222.61.39;9
2978;03.03.2022 20:40;1090;139.14.127.71;8
2979;04.03.2022 00:57;2588;119.111.205.208;7
2980;04.03.2022 04:59;1757;51.56.47.223;10
2981;04.03.2022 07:12;2662;177.78.42.187;12
2982;04.03.2022 08:14;1647;47.204.88.176;6
2983;04.03.2022 09:30;872;109.48.52.138;11
2984;04.03.2022 14:54;2483;35.74.154.46;11
2985;04.03.2022 18:01;1045;15.156.228.62;9
2986;04.03.2022 22:14;10;125.235.48.114;11
2987;04.03.2022 23:29;1795;11.143.62.148;2
2988;05.03.2022 00:44;2510;187.122.140.221;11
2989;05.03.2022 03:03;1288;124.85.134.138;10
2990;05.03.2022 10:43;2973;230.241.94.78;5
2991;05.03.2022 11:54;515;229.140.250.138;10
2992;05.03.2022 18:40;2475;163.166.168.14;10
2993;05.03.2022 19:23;222;91.39.227.39;9
2994;05.03.2022 20:14;341;247.144.57.79;13
2995;05.03.2022 21:00;2892;109.48.52.138;8
2996;06.03.2022 04:03;1924;26.96.86.17;4
2997;06.03.2022 04:05;2940;242.146.184.63;9
2998;06.03.2022 06:45;1539;69.124.98.187;3
2999;06.03.2022 07:28;1564;114.187.193.206;5
3000;06.03.2022 09:02;1027;102.139.90.106;10
3001;06.03.2022 12:20;1054;31.21.64.255;4
3002;06.03.2022 19:37;3030;187.122.140.221;9
3003;06.03.2022 21:45;3195;108.29.56.125;8
3004;06.03.2022 23:44;942;101.81.161.142;10
3005;07.03.2022 02:23;1726;125.235.48.114;1
3006;07.03.2022 06:41;1262;217.38.30.83;1
3007;07.03.2022 07:06;563;152.89.109.127;7
3008;07.03.2022 14:04;3568;193.19.200.158;8
3009;08.03.2022 01:55;3570;13.239.119.79;13
3010;08.03.2022 05:38;433;247.144.57.79;2
3011;08.03.2022 06:08;566;110.11.174.73;11
3012;08.03.2022 09:29;142;111.162.101.178;3
3013;09.03.2022 03:59;158;83.176.116.16;1
3014;09.03.2022 06:00;1269;71.210.167.55;9
3015;09.03.2022 10:00;105;178.122.122.173;2
3016;09.03.2022 15:47;1824;183.212.138.199;13
3017;09.03.2022 16:31;1378;178.122.122.173;1
3018;09.03.2022 16:45;1381;157.232.58.36;7
3019;09.03.2022 20:14;1783;55.234.230.127;12
3020;10.03.2022 00:58;10;150.78.52.88;4
3021;10.03.2022 02:50;898;217.248.144.22;7
3022;10.03.2022 03:12;793;118.241.235.137;9
3023;10.03.2022 04:41;2256;225.214.152.129;13
3024;10.03.2022 07:48;475;205.150.203.185;10
3025;10.03.2022 16:14;832;185.145.96.116;8
3026;10.03.2022 18:12;1478;236.150.57.240;7
3027;11.03.2022 00:01;1289;26.96.86.17;10
3028;11.03.2022 03:08;1474;51.56.47.223;7
3029;11.03.2022 06:29;740;116.22.134.223;3
3030;11.03.2022 07:40;969;92.17.51.42;2
3031;11.03.2022 08:09;2565;170.132.134.211;8
3032;11.03.2022 10:53;2157;204.80.195.67;5
3033;11.03.2022 12:05;2319;183.242.241.39;12
3034;11.03.2022 13:23;1831;80.248.34.53;1
3035;11.03.2022 19:09;2015;136.133.217.210;4
3036;12.03.2022 03:08;869;117.79.146.136;4
3037;12.03.2022 03:42;3497;118.80.239.49;5
3038;12.03.2022 07:20;1516;139.214.235.22;1
3039;12.03.2022 07:49;1362;87.112.121.86;1
3040;12.03.2022 10:23;2366;38.162.243.217;1
3041;12.03.2022 12:26;1569;219.196.124.10;2
3042;12.03.2022 12:34;511;79.88.16.95;1
3043;12.03.2022 13:45;1082;163.166.168.14;1
3044;12.03.2022 19:55;3241;224.227.160.193;3
3045;12.03.2022 20:43;2555;47.204.88.176;4
3046;13.03.2022 02:35;3356;161.96.243.82;4
3047;13.03.2022 04:38;392;173.17.122.108;9
3048;13.03.2022 09:56;928;236.150.57.240;5
3049;13.03.2022 14:39;2316;169.198.44.174;11
3050;13.03.2022 16:05;1104;169.198.44.174;11
3051;13.03.2022 20:27;670;205.82.164.198;8
3052;13.03.2022 22:35;25;164.111.53.197;10
3053;14.03.2022 00:18;3279;71.210.167.55;3
3054;14.03.2022 00:42;188;51.56.47.223;10
3055;14.03.2022 01:55;2672;102.139.90.106;12
3056;14.03.2022 03:33;3518;92.17.51.42;5
3057;14.03.2022 15:36;2291;58.193.62.203;2
3058;14.03.2022 16:39;688;15.156.228.62;11
3059;14.03.2022 21:15;1948;242.146.184.63;4
3060;14.03.2022 22:58;3268;205.150.203.185;9
3061;14.03.2022 23:08;2444;159.125.210.101;8
3062;14.03.2022 23:33;56;205.150.203.185;6
3063;15.03.2022 00:34;1100;163.166.168.14;1
3064;15.03.2022 02:40;1461;114.161.33.77;2
3065;15.03.2022 02:52;2553;80.248.34.53;3
3066;15.03.2022 07:52;3208;92.17.51.42;5
3067;15.03.2022 12:02;1979;101.81.161.142;5
3068;15.03.2022 19:11;3398;38.162.243.217;13
3069;15.03.2022 20:41;985;157.232.58.36;3
3070;16.03.2022 12:42;1523;69.124.98.187;6
3071;16.03.2022 17:58;3044;64.114.229.223;1
3072;16.03.2022 18:40;2494;205.82.164.198;8
3073;17.03.2022 02:59;317;170.132.134.211;3
3074;17.03.2022 06:32;2715;101.81.161.142;7
3075;17.03.2022 07:35;2874;102.237.21.112;1
3076;17.03.2022 13:27;1176;26.96.86.17;2
3077;18.03.2022 01:25;3085;236.150.57.240;4
3078;18.03.2022 01:36;1568;229.140.250.138;1
3079;18.03.2022 04:35;1398;170.132.134.211;4
3080;18.03.2022 05:05;22;75.250.30.38;3
3081;18.03.2022 09:48;2689;87.112.121.86;10
3082;18.03.2022 10:14;2041;47.204.88.176;5
3083;18.03.2022 11:47;3024;205.82.164.198;4
3084;18.03.2022 17:48;298;43.62.239.125;1
3085;18.03.2022 18:55;741;110.11.174.73;12
3086;19.03.2022 00:38;2993;157.232.58.36;11
3087;19.03.2022 00:43;805;29.196.174.182;3
3088;19.03.2022 04:52;513;191.68.12.137;9
3089;19.03.2022 21:03;2068;164.111.53.197;2
3090;20.03.2022 00:16;1215;111.162.101.178;3
3091;20.03.2022 03:25;1499;157.206.71.51;2
3092;20.03.2022 03:57;988;114.187.193.206;7
3093;20.03.2022 04:21;1124;136.133.217.210;6
3094;20.03.2022 06:51;1963;225.214.152.129;3
3095;20.03.2022 07:42;2837;30.137.46.77;1
3096;20.03.2022 12:03;1162;155.129.226.229;9
3097;20.03.2022 12:27;629;169.198.44.174;4
3098;20.03.2022 22:30;1622;162.115.36.59;10
3099;20.03.2022 22:39;474;79.88.16.95;13
3100;21.03.2022 00:36;2268;217.38.30.83;12
3101;21.03.2022 13:35;2048;159.125.210.101;13
3102;21.03.2022 13:42;31;116.22.134.223;2
3103;21.03.2022 16:21;2032;26.96.86.17;9
